lcl|NW_011934598.1_cds_XP_011448074.1_261	FBgn0005613	1.19e-08
lcl|NW_011934623.1_cds_XP_011413521.1_350	FBgn0011836	5.97e-20
lcl|NW_011934623.1_cds_XP_011413449.1_351	FBgn0011836	6.02e-20
lcl|NW_011934623.1_cds_XP_011413372.1_352	FBgn0011836	6.21e-20
lcl|NW_011934623.1_cds_XP_011413290.1_353	FBgn0011836	6.26e-20
lcl|NW_011934623.1_cds_XP_011414040.2_358	FBgn0032651	2.70e-28
lcl|NW_011934623.1_cds_XP_019918854.1_359	FBgn0051368	1.19e-105
lcl|NW_011934624.1_cds_XP_011415373.1_371	FBgn0261963	6.30e-08
lcl|NW_011934624.1_cds_XP_011415490.1_372	FBgn0004606	6.09e-10
lcl|NW_011934624.1_cds_XP_011415566.1_373	FBgn0004606	6.06e-10
lcl|NW_011934624.1_cds_XP_011415954.1_374	FBgn0030093	3.43e-06
lcl|NW_011934624.1_cds_XP_011415725.1_375	FBgn0004606	6.03e-10
lcl|NW_011934624.1_cds_XP_011415801.1_376	FBgn0004606	6.00e-10
lcl|NW_011934624.1_cds_XP_011416030.1_377	FBgn0030093	3.39e-06
lcl|NW_011934624.1_cds_XP_011415641.1_378	FBgn0004606	6.03e-10
lcl|NW_011934624.1_cds_XP_011415879.1_379	FBgn0004606	5.78e-10
lcl|NW_011934628.1_cds_XP_011416450.1_387	FBgn0085249	5.72e-18
lcl|NW_011934628.1_cds_XP_011416531.1_388	FBgn0085249	5.68e-18
lcl|NW_011934628.1_cds_XP_019919631.1_389	FBgn0085249	5.45e-18
lcl|NW_011934630.1_cds_XP_019920100.1_399	FBgn0003514	3.33e-19
lcl|NW_011934630.1_cds_XP_011417860.1_400	FBgn0003514	3.33e-19
lcl|NW_011934630.1_cds_XP_011417931.1_401	FBgn0003514	6.12e-15
lcl|NW_011934630.1_cds_XP_011417566.1_402	FBgn0003514	3.35e-19
lcl|NW_011934630.1_cds_XP_011417491.1_403	FBgn0003514	2.12e-15
lcl|NW_011934630.1_cds_XP_011417648.1_404	FBgn0003514	2.12e-15
lcl|NW_011934630.1_cds_XP_011418607.1_411	FBgn0015615	7.76e-25
lcl|NW_011934630.1_cds_XP_019920317.1_412	FBgn0015615	6.98e-25
lcl|NW_011934631.1_cds_XP_019920574.1_417	FBgn0015519	3.14e-06
lcl|NW_011934631.1_cds_XP_011419705.1_418	FBgn0015519	3.14e-06
lcl|NW_011934631.1_cds_XP_011419783.1_419	FBgn0015519	3.14e-06
lcl|NW_011934631.1_cds_XP_011419859.1_420	FBgn0015519	3.14e-06
lcl|NW_011934631.1_cds_XP_011419936.1_421	FBgn0015519	3.14e-06
lcl|NW_011934631.1_cds_XP_011420013.1_422	FBgn0015519	3.14e-06
lcl|NW_011934631.1_cds_XP_011420079.1_423	FBgn0015519	3.14e-06
lcl|NW_011934631.1_cds_XP_011419183.1_424	FBgn0028875	1.34e-11
lcl|NW_011934631.1_cds_XP_011419256.1_425	FBgn0028875	1.19e-11
lcl|NW_011934632.1_cds_XP_011422087.1_446	FBgn0285948	1.43e-29
lcl|NW_011934632.1_cds_XP_011422159.1_447	FBgn0285948	3.36e-31
lcl|NW_011934633.1_cds_XP_011423906.1_461	FBgn0003380	1.03e-07
lcl|NW_011934633.1_cds_XP_011423914.1_462	FBgn0003380	9.96e-08
lcl|NW_011934633.1_cds_XP_011423920.1_463	FBgn0003380	9.69e-08
lcl|NW_011934633.1_cds_XP_011423927.1_464	FBgn0003380	9.36e-08
lcl|NW_011934633.1_cds_XP_011423935.1_465	FBgn0003380	8.89e-08
lcl|NW_011934633.1_cds_XP_011424052.1_475	FBgn0022786	1.92e-06
lcl|NW_011934637.1_cds_XP_011424185.1_495	FBgn0266488	3.02e-128
lcl|NW_011934637.1_cds_XP_011424195.1_496	FBgn0266488	2.99e-128
lcl|NW_011934637.1_cds_XP_011424204.1_497	FBgn0266488	5.32e-124
lcl|NW_011934637.1_cds_NP_001292222.1_498	FBgn0266488	3.55e-89
lcl|NW_011934637.1_cds_XP_011424392.1_511	FBgn0030530	1.85e-34
lcl|NW_011934637.1_cds_XP_011424405.1_513	FBgn0030530	1.98e-36
lcl|NW_011934639.1_cds_XP_011424858.1_571	FBgn0284223	8.62e-11
lcl|NW_011934643.1_cds_XP_011425280.1_607	FBgn0015282	0.0
lcl|NW_011934644.1_cds_XP_011425785.1_655	FBgn0004049	2.29e-62
lcl|NW_011934644.1_cds_XP_011425807.1_656	FBgn0004049	1.66e-62
lcl|NW_011934644.1_cds_XP_011425798.1_657	FBgn0004049	2.20e-62
lcl|NW_011934644.1_cds_XP_011425791.1_658	FBgn0004049	2.29e-62
lcl|NW_011934648.1_cds_XP_011426140.1_688	FBgn0015283	2.60e-31
lcl|NW_011934653.1_cds_XP_011426633.1_711	FBgn0019968	8.44e-13
lcl|NW_011934653.1_cds_XP_011426550.1_712	FBgn0034951	1.92e-12
lcl|NW_011934655.1_cds_XP_011426744.1_726	FBgn0033755	7.29e-23
lcl|NW_011934660.1_cds_XP_011427238.1_769	FBgn0010052	7.09e-09
lcl|NW_011934660.1_cds_XP_019922724.1_770	FBgn0010052	5.58e-09
lcl|NW_011934662.1_cds_XP_011427320.1_776	FBgn0022774	1.08e-93
lcl|NW_011934662.1_cds_XP_019922812.1_797	FBgn0051183	4.35e-40
lcl|NW_011934662.1_cds_XP_011427632.1_801	FBgn0004057	6.05e-72
lcl|NW_011934662.1_cds_XP_011427550.1_804	FBgn0263697	4.17e-61
lcl|NW_011934662.1_cds_XP_011427557.1_805	FBgn0263697	1.86e-65
lcl|NW_011934668.1_cds_XP_011428185.1_851	FBgn0002707	4.94e-13
lcl|NW_011934668.1_cds_XP_011428215.1_854	FBgn0264959	2.59e-20
lcl|NW_011934668.1_cds_XP_011428348.1_876	FBgn0030616	3.35e-10
lcl|NW_011934668.1_cds_XP_011428495.1_884	FBgn0035944	4.58e-12
lcl|NW_011934669.1_cds_XP_011428725.2_895	FBgn0034231	8.01e-06
lcl|NW_011934675.1_cds_XP_011429045.1_913	FBgn0003969	8.93e-14
lcl|NW_011934675.1_cds_XP_011428878.1_915	FBgn0011723	4.98e-07
lcl|NW_011934675.1_cds_XP_011429009.1_924	FBgn0038320	6.27e-39
lcl|NW_011934675.1_cds_XP_011429018.1_925	FBgn0038320	6.27e-39
lcl|NW_011934675.1_cds_XP_011428997.1_926	FBgn0038320	1.02e-28
lcl|NW_011934683.1_cds_XP_011429199.1_939	FBgn0267698	1.81e-104
lcl|NW_011934683.1_cds_XP_011429186.1_940	FBgn0267698	1.82e-104
lcl|NW_011934683.1_cds_XP_011429194.1_941	FBgn0267698	1.82e-104
lcl|NW_011934683.1_cds_XP_011429204.1_942	FBgn0267698	1.75e-104
lcl|NW_011934683.1_cds_XP_011429313.1_960	FBgn0024558	7.64e-24
lcl|NW_011934683.1_cds_XP_011429324.1_961	FBgn0034989	2.57e-11
lcl|NW_011934683.1_cds_XP_011429366.1_965	FBgn0015766	6.16e-07
lcl|NW_011934685.1_cds_XP_011429494.1_976	FBgn0051793	1.77e-08
lcl|NW_011934696.1_cds_XP_011429916.1_1011	FBgn0015618	2.69e-133
lcl|NW_011934696.1_cds_XP_011429939.1_1012	FBgn0015618	2.63e-133
lcl|NW_011934696.1_cds_XP_011429932.1_1013	FBgn0015618	2.66e-133
lcl|NW_011934696.1_cds_XP_011429956.1_1014	FBgn0015618	2.59e-133
lcl|NW_011934696.1_cds_XP_011429924.1_1015	FBgn0015618	2.67e-133
lcl|NW_011934696.1_cds_XP_019923510.1_1016	FBgn0015618	2.61e-133
lcl|NW_011934696.1_cds_XP_011429949.1_1017	FBgn0015618	2.63e-133
lcl|NW_011934696.1_cds_XP_019923511.1_1018	FBgn0015618	2.57e-133
lcl|NW_011934696.1_cds_XP_011429998.1_1019	FBgn0010328	5.33e-16
lcl|NW_011934696.1_cds_XP_011429990.1_1020	FBgn0010328	5.35e-16
lcl|NW_011934696.1_cds_XP_011429982.1_1021	FBgn0010328	5.36e-16
lcl|NW_011934696.1_cds_XP_011429974.1_1022	FBgn0010328	5.38e-16
lcl|NW_011934696.1_cds_XP_011429967.1_1023	FBgn0010328	5.38e-16
lcl|NW_011934698.1_cds_XP_011430229.1_1043	FBgn0025885	3.81e-57
lcl|NW_011934699.1_cds_XP_019923607.1_1048	FBgn0026179	4.50e-29
lcl|NW_011934700.1_cds_XP_019923664.1_1057	FBgn0003204	3.72e-50
lcl|NW_011934700.1_cds_XP_019923676.1_1058	FBgn0003204	3.69e-50
lcl|NW_011934700.1_cds_XP_019923645.1_1059	FBgn0003204	3.78e-50
lcl|NW_011934700.1_cds_XP_019923652.1_1060	FBgn0003204	3.78e-50
lcl|NW_011934700.1_cds_XP_019923655.1_1061	FBgn0003204	3.78e-50
lcl|NW_011934700.1_cds_XP_019923658.1_1062	FBgn0003204	3.78e-50
lcl|NW_011934700.1_cds_XP_011430371.1_1063	FBgn0003204	3.78e-50
lcl|NW_011934700.1_cds_XP_019923659.1_1064	FBgn0003204	3.76e-50
lcl|NW_011934700.1_cds_XP_019923662.1_1065	FBgn0003204	3.74e-50
lcl|NW_011934700.1_cds_XP_019923666.1_1066	FBgn0003204	3.71e-50
lcl|NW_011934700.1_cds_XP_019923671.1_1067	FBgn0003204	3.71e-50
lcl|NW_011934700.1_cds_XP_011430496.1_1072	FBgn0085386	2.99e-32
lcl|NW_011934700.1_cds_XP_011430728.1_1095	FBgn0033015	1.89e-34
lcl|NW_011934701.1_cds_XP_011430892.1_1110	FBgn0036805	1.15e-38
lcl|NW_011934701.1_cds_XP_011430908.1_1111	FBgn0030512	9.48e-35
lcl|NW_011934701.1_cds_XP_011430921.2_1112	FBgn0029763	6.66e-06
lcl|NW_011934702.1_cds_XP_011431075.1_1125	FBgn0001186	1.63e-09
lcl|NW_011934702.1_cds_XP_019923826.1_1126	FBgn0001186	1.60e-09
lcl|NW_011934702.1_cds_XP_011431107.1_1129	FBgn0267385	4.77e-17
lcl|NW_011934702.1_cds_XP_011431128.1_1130	FBgn0017572	4.15e-85
lcl|NW_011934703.1_cds_XP_011431168.1_1136	FBgn0263667	4.06e-15
lcl|NW_011934703.1_cds_XP_011431176.1_1137	FBgn0263667	4.06e-15
lcl|NW_011934703.1_cds_XP_011431232.1_1138	FBgn0263667	4.03e-15
lcl|NW_011934703.1_cds_XP_011431190.1_1139	FBgn0263667	4.06e-15
lcl|NW_011934703.1_cds_XP_011431205.1_1140	FBgn0263667	4.05e-15
lcl|NW_011934703.1_cds_XP_019923912.1_1141	FBgn0263667	4.04e-15
lcl|NW_011934703.1_cds_XP_019923925.1_1142	FBgn0263667	3.96e-15
lcl|NW_011934703.1_cds_XP_011431198.1_1143	FBgn0263667	4.05e-15
lcl|NW_011934703.1_cds_XP_011431241.1_1144	FBgn0263667	4.02e-15
lcl|NW_011934703.1_cds_XP_011431223.1_1145	FBgn0263667	4.03e-15
lcl|NW_011934703.1_cds_XP_011431213.1_1146	FBgn0263667	4.04e-15
lcl|NW_011934703.1_cds_XP_011431297.1_1154	FBgn0031589	4.78e-17
lcl|NW_011934703.1_cds_XP_011431290.1_1155	FBgn0031589	4.90e-17
lcl|NW_011934703.1_cds_XP_011431305.1_1156	FBgn0031589	1.65e-16
lcl|NW_011934703.1_cds_XP_011431407.1_1163	FBgn0031424	1.99e-16
lcl|NW_011934703.1_cds_XP_011431416.1_1164	FBgn0031424	1.95e-16
lcl|NW_011934703.1_cds_XP_019923995.1_1176	FBgn0267823	2.15e-31
lcl|NW_011934703.1_cds_XP_011431525.1_1177	FBgn0267823	2.15e-31
lcl|NW_011934705.1_cds_XP_011431728.1_1186	FBgn0027841	1.01e-24
lcl|NW_011934705.1_cds_XP_011431735.1_1187	FBgn0027841	9.81e-25
lcl|NW_011934705.1_cds_XP_011431742.1_1188	FBgn0027841	9.49e-25
lcl|NW_011934705.1_cds_XP_019924061.1_1191	FBgn0033734	7.20e-08
lcl|NW_011934705.1_cds_XP_019924063.1_1192	FBgn0038065	7.83e-21
lcl|NW_011934705.1_cds_XP_011431803.1_1194	FBgn0028325	2.81e-56
lcl|NW_011934705.1_cds_XP_011431800.1_1195	FBgn0028325	1.77e-52
lcl|NW_011934707.1_cds_XP_011431962.2_1207	FBgn0020306	5.49e-71
lcl|NW_011934707.1_cds_XP_011431951.2_1208	FBgn0020306	5.49e-71
lcl|NW_011934713.1_cds_XP_019924179.1_1231	FBgn0053866	2.11e-73
lcl|NW_011934713.1_cds_XP_011432260.2_1232	FBgn0004395	2.55e-16
lcl|NW_011934713.1_cds_XP_011432251.2_1233	FBgn0004395	2.95e-09
lcl|NW_011934713.1_cds_XP_011432242.2_1234	FBgn0004395	2.95e-09
lcl|NW_011934713.1_cds_XP_011432268.2_1235	FBgn0004395	2.77e-09
lcl|NW_011934713.1_cds_XP_011432333.1_1237	FBgn0000139	9.67e-20
lcl|NW_011934713.1_cds_XP_011432342.1_1238	FBgn0000139	8.24e-20
lcl|NW_011934713.1_cds_XP_019924183.1_1242	FBgn0015772	8.74e-06
lcl|NW_011934713.1_cds_XP_011432282.1_1243	FBgn0015772	8.74e-06
lcl|NW_011934713.1_cds_XP_011432290.1_1244	FBgn0015772	8.74e-06
lcl|NW_011934713.1_cds_XP_011432297.1_1245	FBgn0015772	8.74e-06
lcl|NW_011934713.1_cds_XP_011432303.1_1246	FBgn0015772	8.58e-06
lcl|NW_011934713.1_cds_XP_011432430.1_1250	FBgn0020386	2.42e-07
lcl|NW_011934713.1_cds_XP_019924216.1_1251	FBgn0020386	2.42e-07
lcl|NW_011934713.1_cds_XP_019924220.1_1252	FBgn0020386	2.42e-07
lcl|NW_011934713.1_cds_XP_011432437.1_1253	FBgn0020386	2.42e-07
lcl|NW_011934713.1_cds_XP_011432453.1_1254	FBgn0020386	2.42e-07
lcl|NW_011934713.1_cds_XP_011432488.1_1260	FBgn0261596	1.27e-10
lcl|NW_011934713.1_cds_XP_011432479.1_1261	FBgn0261596	1.28e-10
lcl|NW_011934714.1_cds_XP_011432604.2_1275	FBgn0003520	1.30e-06
lcl|NW_011934714.1_cds_XP_011432614.2_1276	FBgn0003520	1.29e-06
lcl|NW_011934714.1_cds_XP_019924357.1_1302	FBgn0034418	4.78e-11
lcl|NW_011934714.1_cds_XP_011432856.1_1307	FBgn0026149	2.92e-08
lcl|NW_011934715.1_cds_XP_011433184.1_1331	FBgn0027088	7.84e-92
lcl|NW_011934715.1_cds_XP_011433190.1_1332	FBgn0027088	7.84e-92
lcl|NW_011934715.1_cds_XP_011433201.2_1333	FBgn0265434	0.0
lcl|NW_011934715.1_cds_XP_019924457.1_1338	FBgn0004363	2.65e-11
lcl|NW_011934727.1_cds_XP_019924570.1_1372	FBgn0004606	3.28e-36
lcl|NW_011934727.1_cds_XP_011433656.2_1376	FBgn0040271	4.69e-32
lcl|NW_011934727.1_cds_XP_011433669.1_1377	FBgn0003514	4.67e-56
lcl|NW_011934731.1_cds_XP_011433777.1_1384	FBgn0004607	1.52e-13
lcl|NW_011934731.1_cds_XP_011433786.1_1385	FBgn0004607	1.52e-13
lcl|NW_011934731.1_cds_XP_011433795.1_1386	FBgn0004607	1.52e-13
lcl|NW_011934731.1_cds_XP_011433804.1_1387	FBgn0004607	1.52e-13
lcl|NW_011934731.1_cds_XP_011433811.1_1388	FBgn0004607	1.52e-13
lcl|NW_011934731.1_cds_XP_011433817.1_1389	FBgn0004607	1.52e-13
lcl|NW_011934733.1_cds_XP_011434022.1_1409	FBgn0004368	1.67e-41
lcl|NW_011934735.1_cds_XP_011434374.2_1423	FBgn0032116	1.30e-06
lcl|NW_011934735.1_cds_XP_011434242.1_1428	FBgn0031266	0.0
lcl|NW_011934735.1_cds_XP_019924757.1_1429	FBgn0031266	0.0
lcl|NW_011934735.1_cds_XP_011434250.1_1430	FBgn0031266	0.0
lcl|NW_011934735.1_cds_XP_011434297.1_1431	FBgn0005278	2.08e-45
lcl|NW_011934735.1_cds_XP_011434387.1_1432	FBgn0005278	6.04e-43
lcl|NW_011934735.1_cds_XP_019924758.1_1433	FBgn0005278	6.57e-33
lcl|NW_011934735.1_cds_XP_011434263.1_1434	FBgn0005278	6.57e-33
lcl|NW_011934735.1_cds_XP_011434271.1_1435	FBgn0005278	6.57e-33
lcl|NW_011934735.1_cds_XP_011434283.1_1436	FBgn0005278	5.28e-33
lcl|NW_011934739.1_cds_XP_011434645.1_1467	FBgn0283535	5.27e-50
lcl|NW_011934741.1_cds_XP_011435025.1_1486	FBgn0033349	4.83e-16
lcl|NW_011934741.1_cds_XP_011435032.1_1487	FBgn0033349	4.82e-16
lcl|NW_011934741.1_cds_XP_011435070.1_1488	FBgn0033349	4.67e-16
lcl|NW_011934741.1_cds_XP_011435048.1_1489	FBgn0033349	4.80e-16
lcl|NW_011934741.1_cds_XP_011435076.1_1490	FBgn0033349	4.65e-16
lcl|NW_011934741.1_cds_XP_011435059.1_1491	FBgn0033349	4.77e-16
lcl|NW_011934741.1_cds_XP_011435040.1_1492	FBgn0033349	2.66e-19
lcl|NW_011934741.1_cds_XP_011435066.1_1493	FBgn0033349	2.63e-19
lcl|NW_011934741.1_cds_XP_011435124.1_1494	FBgn0019938	4.90e-29
lcl|NW_011934741.1_cds_XP_011435554.1_1499	FBgn0040309	1.64e-17
lcl|NW_011934741.1_cds_XP_011435303.1_1513	FBgn0003716	3.08e-12
lcl|NW_011934741.1_cds_XP_011435290.1_1514	FBgn0003716	5.57e-09
lcl|NW_011934741.1_cds_XP_011435319.1_1515	FBgn0035720	3.80e-51
lcl|NW_011934741.1_cds_XP_011435394.2_1521	FBgn0260960	1.68e-11
lcl|NW_011934741.1_cds_XP_011435429.1_1528	FBgn0031450	3.34e-08
lcl|NW_011934741.1_cds_XP_011435422.1_1529	FBgn0031450	3.38e-08
lcl|NW_011934743.1_cds_XP_011435701.1_1545	FBgn0285958	9.59e-19
lcl|NW_011934756.1_cds_XP_011436548.1_1626	FBgn0030365	3.61e-75
lcl|NW_011934756.1_cds_XP_011436569.1_1628	FBgn0039915	2.85e-08
lcl|NW_011934758.1_cds_XP_011436726.1_1638	FBgn0052773	3.57e-12
lcl|NW_011934758.1_cds_XP_011436735.1_1639	FBgn0052773	3.43e-12
lcl|NW_011934759.1_cds_XP_011436815.1_1645	FBgn0011739	8.87e-37
lcl|NW_011934759.1_cds_XP_011436830.1_1646	FBgn0011739	7.15e-37
lcl|NW_011934759.1_cds_XP_011436821.1_1647	FBgn0011739	8.13e-37
lcl|NW_011934759.1_cds_XP_011437222.1_1662	FBgn0011771	1.24e-34
lcl|NW_011934759.1_cds_XP_019925574.1_1663	FBgn0011771	1.28e-34
lcl|NW_011934759.1_cds_XP_019925548.1_1664	FBgn0011771	1.29e-34
lcl|NW_011934759.1_cds_XP_011437231.1_1665	FBgn0011771	2.73e-30
lcl|NW_011934759.1_cds_XP_019925614.1_1666	FBgn0011771	2.79e-30
lcl|NW_011934759.1_cds_XP_019925585.1_1667	FBgn0011771	2.82e-30
lcl|NW_011934759.1_cds_XP_019925552.1_1668	FBgn0011771	2.83e-30
lcl|NW_011934759.1_cds_XP_019925527.1_1669	FBgn0011771	2.85e-30
lcl|NW_011934759.1_cds_XP_019925532.1_1670	FBgn0011771	2.85e-30
lcl|NW_011934759.1_cds_XP_019925545.1_1671	FBgn0011771	2.84e-30
lcl|NW_011934759.1_cds_XP_011437205.1_1672	FBgn0011771	2.76e-30
lcl|NW_011934759.1_cds_XP_019925534.1_1673	FBgn0011771	2.84e-30
lcl|NW_011934759.1_cds_XP_011437199.1_1674	FBgn0011771	2.77e-30
lcl|NW_011934759.1_cds_XP_019925602.1_1675	FBgn0011771	2.81e-30
lcl|NW_011934759.1_cds_XP_019925563.1_1676	FBgn0011771	2.82e-30
lcl|NW_011934759.1_cds_XP_019925604.1_1677	FBgn0011771	2.79e-30
lcl|NW_011934759.1_cds_XP_019925558.1_1678	FBgn0011771	2.82e-30
lcl|NW_011934759.1_cds_XP_019925596.1_1679	FBgn0011771	2.82e-30
lcl|NW_011934759.1_cds_XP_019925542.1_1680	FBgn0011771	2.84e-30
lcl|NW_011934759.1_cds_XP_011437042.1_1681	FBgn0011771	2.86e-30
lcl|NW_011934759.1_cds_XP_019925597.1_1682	FBgn0011771	2.81e-30
lcl|NW_011934759.1_cds_XP_019925539.1_1683	FBgn0011771	2.84e-30
lcl|NW_011934759.1_cds_XP_019925547.1_1684	FBgn0011771	2.84e-30
lcl|NW_011934759.1_cds_XP_019925555.1_1685	FBgn0011771	2.82e-30
lcl|NW_011934759.1_cds_XP_019925520.1_1686	FBgn0011771	2.86e-30
lcl|NW_011934759.1_cds_XP_019925529.1_1687	FBgn0011771	2.85e-30
lcl|NW_011934759.1_cds_XP_019925523.1_1688	FBgn0011771	2.86e-30
lcl|NW_011934759.1_cds_XP_019925612.1_1689	FBgn0011771	2.51e-30
lcl|NW_011934759.1_cds_XP_019925610.1_1690	FBgn0011771	2.53e-30
lcl|NW_011934760.1_cds_XP_011437562.1_1715	FBgn0010220	3.85e-11
lcl|NW_011934762.1_cds_XP_011437869.1_1747	FBgn0004656	3.88e-35
lcl|NW_011934762.1_cds_XP_011437860.1_1748	FBgn0004656	3.88e-35
lcl|NW_011934762.1_cds_XP_011437852.1_1749	FBgn0004656	3.89e-35
lcl|NW_011934762.1_cds_XP_011437821.1_1750	FBgn0004656	3.89e-35
lcl|NW_011934762.1_cds_XP_011437836.1_1751	FBgn0004656	3.89e-35
lcl|NW_011934762.1_cds_XP_011437844.1_1752	FBgn0004656	3.89e-35
lcl|NW_011934767.1_cds_XP_011438363.1_1787	FBgn0264848	9.16e-27
