A0A1L8EV45	Ab_contig_4475	2.44e-61	ARP3B_XENLA	reviewed	Actin-related protein 3-B	actr3-b XELAEV_18044311mg	Xenopus laevis (African clawed frog)	418	Arp2/3 complex-mediated actin nucleation [GO:0034314]
B1YMY4	Ab_contig_4014	2.26e-28	RHMD_BURA4	reviewed	L-rhamnonate dehydratase (RhamD) (EC 4.2.1.90)	rhmD BamMC406_1207	Burkholderia ambifaria (strain MC40-6)	392	cellular amino acid catabolic process [GO:0009063]
B2RY56	Ab_contig_3278	1.44e-45	RBM25_MOUSE	reviewed	RNA-binding protein 25 (RNA-binding motif protein 25)	Rbm25	Mus musculus (Mouse)	838	apoptotic process [GO:0006915]; mRNA processing [GO:0006397]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of apoptotic process [GO:0042981]; RNA splicing [GO:0008380]
B3EWZ5	Ab_contig_3202	2.22e-21	MLRP1_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 1 (Skeletal organic matrix MAM and LDL-receptor 1) (SOM MAM and LDL-receptor 1) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	5145	
B3EWZ6	Ab_contig_122	1.19e-25	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_122	1.50e-21	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_3755	2.57e-24	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_3755	4.81e-21	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_4518	5.15e-23	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	1.00e-42	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	1.02e-40	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	1.08e-39	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	1.14e-21	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	1.51e-23	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	1.80e-37	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	1.96e-33	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	2.02e-32	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	2.14e-26	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	2.19e-34	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	2.43e-34	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	2.46e-41	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	2.62e-39	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	2.80e-50	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	3.47e-37	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	3.51e-36	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	4.16e-33	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	4.44e-40	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	4.55e-34	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	4.56e-26	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	4.69e-27	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	4.72e-38	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	5.31e-21	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	5.47e-42	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	5.60e-32	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	5.99e-40	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	6.59e-32	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	6.68e-38	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	7.64e-43	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	8.02e-34	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ6	Ab_contig_746	9.96e-41	MLRP2_ACRMI	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)		Acropora millepora (Staghorn coral) (Heteropora millepora)	7311	
B3EWZ9	Ab_contig_31	1.18e-27	HEPHL_ACRMI	reviewed	Hephaestin-like protein (EC 1.-.-.-)		Acropora millepora (Staghorn coral) (Heteropora millepora)	1114	copper ion transport [GO:0006825]
B3EWZ9	Ab_contig_31	1.77e-44	HEPHL_ACRMI	reviewed	Hephaestin-like protein (EC 1.-.-.-)		Acropora millepora (Staghorn coral) (Heteropora millepora)	1114	copper ion transport [GO:0006825]
B3EWZ9	Ab_contig_31	9.05e-30	HEPHL_ACRMI	reviewed	Hephaestin-like protein (EC 1.-.-.-)		Acropora millepora (Staghorn coral) (Heteropora millepora)	1114	copper ion transport [GO:0006825]
B3EWZ9	Ab_contig_525	1.25e-22	HEPHL_ACRMI	reviewed	Hephaestin-like protein (EC 1.-.-.-)		Acropora millepora (Staghorn coral) (Heteropora millepora)	1114	copper ion transport [GO:0006825]
B3EX21	Ab_contig_1015	2.61e-46	ATPO_SORAR	reviewed	ATP synthase subunit O, mitochondrial (ATP synthase peripheral stalk subunit OSCP) (Oligomycin sensitivity conferral protein) (OSCP)	ATP5PO ATP5O	Sorex araneus (Eurasian common shrew) (European shrew)	213	
B5DFG1	Ab_contig_2505	2.30e-22	PINK1_RAT	reviewed	Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (PTEN-induced putative kinase 1)	Pink1	Rattus norvegicus (Rat)	580	autophagy of mitochondrion [GO:0000422]; cellular response to hydrogen sulfide [GO:1904881]; cellular response to hypoxia [GO:0071456]; cellular response to oxidative stress [GO:0034599]; cellular response to toxic substance [GO:0097237]; establishment of protein localization to mitochondrion [GO:0072655]; intracellular signal transduction [GO:0035556]; maintenance of protein location in mitochondrion [GO:0072656]; mitochondrion organization [GO:0007005]; mitochondrion to lysosome transport [GO:0099074]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagosome assembly [GO:1902902]; negative regulation of autophagy of mitochondrion [GO:1903147]; negative regulation of gene expression [GO:0010629]; negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway [GO:1903384]; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway [GO:1903298]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; negative regulation of macroautophagy [GO:0016242]; negative regulation of mitochondrial fission [GO:0090258]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of neuron death [GO:1901215]; negative regulation of oxidative stress-induced cell death [GO:1903202]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; peptidyl-serine autophosphorylation [GO:0036289]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization [GO:1904925]; positive regulation of catecholamine secretion [GO:0033605]; positive regulation of cristae formation [GO:1903852]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of dopamine secretion [GO:0033603]; positive regulation of histone deacetylase activity [GO:1901727]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of macroautophagy [GO:0016239]; positive regulation of mitochondrial electron transport, NADH to ubiquinone [GO:1902958]; positive regulation of mitochondrial fission [GO:0090141]; positive regulation of mitophagy in response to mitochondrial depolarization [GO:0098779]; positive regulation of NMDA glutamate receptor activity [GO:1904783]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; positive regulation of synaptic transmission, dopaminergic [GO:0032226]; positive regulation of translation [GO:0045727]; protein phosphorylation [GO:0006468]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; regulation of apoptotic process [GO:0042981]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of hydrogen peroxide metabolic process [GO:0010310]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of mitochondrion organization [GO:0010821]; regulation of neuron apoptotic process [GO:0043523]; regulation of oxidative phosphorylation [GO:0002082]; regulation of protein-containing complex assembly [GO:0043254]; regulation of protein targeting to mitochondrion [GO:1903214]; regulation of protein ubiquitination [GO:0031396]; regulation of reactive oxygen species metabolic process [GO:2000377]; respiratory electron transport chain [GO:0022904]; response to ischemia [GO:0002931]; response to oxidative stress [GO:0006979]
